,class,problem,code,answer,Unnamed: 0,Unnamed: 0.1
2753,1,어항의 들이는 물통의 들이의 2배입니다. 물통에 물을 가득 채우려면 바가지에 물을 가득 채워 4번 부어야 합니다. 어항에 물을 가득 채우려면 바가지로 총 몇 번 부어야 할까요?,"a = 2
b = 4
y = a * b
print(y)",16,2753.0,2753.0
1213,3,1부터 5까지의 자연수 중에서 다음 식 96－9÷3＋52＞A 을 만족하는 수는 모두 몇 개인가요?,"a = 56 - (9/3) + 52
b = 1
c = 9
y = 0
for i in range(b, c + 1):
    if i < a:
        y += 1
print(y)",9,1213.0,1213.0
2656,1,"선호는 크리스마스 트리에 장식을 사려고 합니다. 그 장식은 9800원인데, 2413원짜리 지폐로 이 물건의 값을 지불하려면, 최소 얼마의 금액을 내야하는지 구해보시오.","import math

a = 9800
b = 2413
y = math.ceil(a / b) * b
print(y)",10000,2656.0,2656.0
2788,5,"다음 식 A * 1 = 8, 1 * B = 69 을 만족하는 A와 B의 차는 얼마인가요?","a = 1
b = 8
c = 1
d = 69
y = abs((b / a) - (d / c))
print(y)",20,2788.0,2788.0
2525,1,비누 1 개를 만드는 데 폐식용유 1/14L가 필요합니다. 폐식용유 7/7L로는 비누를 몇 개 만들 수 있을까요?,"a = 1
b = 1/14
c = 7/7
y = int(a * c / b)
print(y)",15,2525.0,2525.0
1557,7,"현희는 전체 케이크의 4/2, 유빈이는 1/4 나머지는 세민이가 먹었습니다. 케이크를 가장 많이 먹은 사람은 누구입니까?","a = 4 / 2
b = 1 / 4
c = 1 - (a + b)
dicts = {'현희': a, '유빈': b, '세민': c}
y = max(dicts, key=dicts.get)
print(y)",세민,1557.0,1557.0
202,1,"웨딩케이크는 결혼을 할 때 쓰이는 케이크로 잘 알려져 있다.  그 규모가 높이는 4.25m, 밑면의 지름은 0.25m로 쉬폰케이크를 1단으로 쌓아 만들었습니다. 웨딩케이크의  높이는 밑면의 지름의 몇 배일까요?","a = 4.25
b = 0.25
y = a / b
print(y)",17,202.0,202.0
2210,1,민수는 빵집에서 1799원짜리 빵을 8개 사고 12408원을 냈습니다. 민수는 거스름돈을 얼마 받았습니까?,"a = 1799
b = 8
c = 12408
y = c - a * b
print(y)",400,2210.0,2210.0
576,1,"5/8, 1/9, 9/9이 있을 때, 세 수의 곱을 구해보시오.","a = 5/8
b = 1/9
c = 9/9
y = a * b * c
print(y)",0.06,576.0,576.0
1323,1,첼로는 바닥에 내려 놓고 5줄로 연주하는 현악기입니다. 첼로가  6대 있다면 줄은 모두 몇 개일까요?,"a = 5
b = 6
y = a * b
print(y)",48,1323.0,1323.0
1972,3,"숫자 카드 1, 2, 5, 4, 9를 모두 한 번씩만 사용하여 만들 수 있는 가장 큰 수는 무엇인가요?","a = [1, 2, 5, 4, 9]
a.sort(reverse=True)
b = list(map(str, a))
y = """".join(b)
print(y)",86542,1972.0,1972.0
121,8,원 안에 그릴 수 있는 넓이가 2cm²인 가장 큰 마름모를 그렸습니다. 원의 반지름은 몇 cm일까요?,"a = 2
y = (a * 2) ** (1 / 2) / 2
print(y)",2,121.0,121.0
177,3,1부터 6까지의 자연수 중에서 다음 식 25－64÷7＋5＞A를 만족하는 수는 모두 몇 개일까요?,"a = 25 - 64/7 + 5
b = 1
c = 8
y = 0
for i in range(b, c + 1):
    if i < a:
        y += 1
print(y)",3,177.0,177.0
174,4,"수 12, 64, 61 중에서 2개를 골라 곱한 값이 6967이라고 한다면, 두 수 중 더 작은 값은 얼마인가요?","from itertools import combinations

a = [12, 64, 61]
b = 6967
c = list(combinations(a, 2))
for i in c:
    if i[0] * i[1] == b:
        y = min(i[0], i[1])
        break
print(y)",40,174.0,174.0
1864,1,라일락 19 송이로 꽃바구니를 4개 만들 수 있습니다. 똑같은 꽃바구니를 93 개 만들려면 라일락은 모두 몇 송이 필요할까요?,"a = 19
b = 4
c = 93
y = a / b * c
print(y)",400.0,1864.0,1864.0
2618,6,어떤 수에 16를 더해야 하는데 잘못하여 2를 곱했더니 45이 되었습니다. 바르게 계산하면 얼마입니까?,"a = 16
b = 2
c = 45
y = c / b + a
print(y)",40,2618.0,2618.0
2114,3,"1부터 13까지 자연수를 쓰려고 할때, 숫자 3은 모두 몇 번 써야 합니까?","a = 1
b = 13
c = '3'
y = 0
for i in range(a, b + 1):
    y += str(i).count(c)
print(y)",13,2114.0,2114.0
2779,4,"승호네 그룹의 멀리뛰기 기록은 승호 212 cm, 명수 111 cm,예슬 278 cm입니다. 가장 멀리 뛴 학생과 가장 가깝게 뛴 학생의 거리의 차는 몇 cm입니까?","a = [212, 111, 278]
y = max(a) - min(a)
print(y)",24,2779.0,2779.0
1265,1,"지하철에 승객이 303명 타고 있었습니다. 이번 역에서 226명이 내렸고, 774명이 탔습니다. 현재 지하철에는 몇 명의 승객이 타고 있을까요?","a = 303
b = 226
c = 774
y = a - b + c
print(y)",700,1265.0,1265.0
232,1,사슴과 토끼의 다리 수는 6개입니다.  수를 세어 보니 모두 74 개였습니다. 사슴이  6마리라면 토끼는 몇 마리일까요?,"a = 6
b = 74
c = 6
y = (b - c * a) // a
print(y)",8,232.0,232.0
2260,4,"숫자 17, 7, 91, 209중에서, 가장 큰 수를 가장 작은 수로 나눈 몫을 구해 보세요.","a = [17, 7, 91, 209]
y = max(a) // min(a)
print(y)",31,2260.0,2260.0
735,4,"숫자 카드 1, 5, 2가 있습니다. 카드를 한 번씩만 사용하여 다음과 같은 등식 5 * A = B 을 만들려고 할 떄, A는 한자리 수라면, 두자리수 B는 얼마입니까?  ","from itertools import permutations

a = [1, 5, 2]
b = 5
c = list(permutations(a, 3))
for i in c:
    if b * i[0] == (i[1] * 10 + i[2]):
        y = i[1] * 10 + i[2]
print(y)",15,735.0,735.0
2463,8,한 변의 길이가 11센티미터인 정삼각형이 있습니다. 이 정삼각형의 둘레와 넓이를 더하면 얼마입니까?,"a = 11
b = 3
y = a * b + a * a * (3 ** 0.5 / 4) 
print(y)",98.35382907247958,2463.0,2463.0
769,1,붕어빵 74개를 한 명에게 9개씩 나누어 주려고 합니다. 붕어빵을 몇 명에게 나누어 줄 수 있을까요?,"a = 74
b = 9
y = a // b
print(y)
",15,769.0,769.0
2772,8,한 변의 길이가 88.88cm인 정팔각형과 둘레가 같은 정사각형의 한 변의 길이는 몇 cm인가요?,"a = 88.88
b = 8
c = 4
y = a * b / c
print(y)",177.76,2772.0,2772.0
1720,1,"어느 공장에서 문제집을 1 월에는 277 권, 2 월에는 425 권을 만들었습니다. 이 공장에서 1 월과 2 월 동안 만든 문제집은 모두 몇 권인지 계산해보시오.","a = 277
b = 425
y = a + b
print(y)",702,1720.0,1720.0
1759,1,"어느 화단의 가로의 길이는 74m 이고, 세로의 길이는 8m 라면, 가로의 길이는 세로의 길이의 몇 배입니까?","a = 74
b = 8
y = a / b
print(y)",3,1759.0,1759.0
1298,1,떨어진 높이의 0.2배만큼 튀어 오르는 럭비공이 있습니다. 높이가 8m인 곳에서 이 공을 떨어뜨렸을 때 두 번째로 튀어 오른 럭비공의 높이는 몇 m인지 답을 구하시오.,"a = 0.2
b = 8
y = b * a * a
print(y)",0.96,1298.0,1298.0
453,4,"숫자 7. 93, 88, 19가 있습니다. 이중에서, 가장 큰 수에서 가장 작은 수를 나눈 몫을 구하세요.","a = [7, 93, 88, 19]
y = max(a) // min(a)
print(y)",9,453.0,453.0
2197,1,연필이 17cm보다 6.7mm 더 길다면 연필의 길이를 소수로 나타내면 몇 cm인가요?,"a = 17
b = 6.7 * 0.1
y = a + b
print(y)",12.75,2197.0,2197.0
2051,7,"명주는 1과 5의 주사위 눈을 갖고 있고, 재민은 2과 7의 주사위 눈을 갖고 있고, 준희는 4와 2의 주사위 눈을 갖고 있습니다. 주사위의 눈의 수의 합이 가장 큰 사람의 이름을 적으시오.","a = 1
b = 5
c = 2
d = 7
e = 4
f = 2
dicts = {'명주': a + b, '재민': c + d, '준희': e + f}
y = max(dicts, key=dicts.get)
print(y)",준희,2051.0,2051.0
1867,8,네 변의 길이의 합이 33센티미터인 정사각형의 한 변의 길이는 몇 센티미터일까요?,"a = 33
y = a / 4
print(y)",20,1867.0,1867.0
482,1,물 894mL 중에서 수연이는 오전에 955mL를 마시고 오후에 303mL를 마셨습니다. 남은 물은 몇 mL인지 구하시오.,"a = 894
b = 955
c = 303
y = a - b - c
print(y)",150,482.0,482.0
2684,6,"어떤 값을 89으로 나누면 몫은 23이고, 나머지는 2입니다. 그렇다면 어떤 값은 얼마인가요?","a = 89
b = 23
c = 2
y = a * b + c
print(y)",441,2684.0,2684.0
593,1,노란색 리본 10.15미터 와 초록색 리본 7.69미터가 있었습니다. 이 중에서 2.41미터를 사용하였다면 남은 리본의 길이는 몇 미터일까요?,"a = 10.15
b = 7.69
c = 2.41
y = a + b - c
print(y)",15.87,593.0,593.0
2148,1,"어떤 자동차가 1km를 가는데 0.27리터의 휘발유가 필요합니다. 이 자동차가 일정한 빠르기로 한 시간에 79km를 갈 때, 1시간 동안 가려면 휘발유는 몇 리터 필요한가요?","a = 1
b = 0.27
c = 1
d = 79
e = 1
y = (b/a) * (d/c) * e
print(y)",28.80,2148.0,2148.0
1295,8,"직사각형 모양의 가로의 길이가 53cm이고, 세로의 길이가 37cm인 연의 몸통의 넓이는 몇 cm²일까요?","a = 53
b = 37
y = a * b
print(y)",750,1295.0,1295.0
939,1,원영이의 한 걸음은 6cm입니다. 원영이가 14걸음을 걸으면 걸은 거리는 몇 cm가 될까요?,"a = 6
b = 14
y = a * b
print(y)",60,939.0,939.0
2478,3,"숫자 카드 1, 1, 9, 8가 있습니다. 카드를 한 번씩 사용하여 만들 수 있는 두 자리 수 중에서 3으로 나눠지는 수는 모두 몇 개입니까?","from itertools import permutations

a = ['1', '1', '9', '8']
b = 3
c = list(map(''.join, permutations(a, b)))
y = 0
for i in c:
    if i[0] == '0':
        continue
    if int(i) % 2 == 0:
        y += 1
print(y)",3,2478.0,2478.0
929,4,50부터 70까지의 수 중에서 7의 배수는 모두 몇 개 일까요?,"a = 50
b = 70
c = 7
y = 0
for i in range(a, b + 1):
    if i % c == 0:
        y += 1
print(y)",4,929.0,929.0
2713,1,"클립이 한 상자에 3428개씩 들어 있다면, 11상자에 들어 있는 클립은 모두 몇 개일까요?","a = 3428
b = 11
y = a * b
print(y)",15000,2713.0,2713.0
2019,5,"어떤 두 수의 최대공약수는 42이고, 곱은 3117입니다. 이 두 수의 최소공배수를 구해 보세요.","a = 42
b = 3117
y = b // a
print(y)",50,2019.0,2019.0
742,1,766보다 602 작은 수는 얼마일까요?,"a = 766
b = 602
y = a - b
print(y)",331,742.0,742.0
1117,8,한변의 길이가 94cm인 정팔각형이 있습니다. 이 정팔각형의 둘레를 구하시오.,"a = 94
b = 8
y = a * b
print(y)",480,1117.0,1117.0
1628,3,"9장의 수 카드 2, 4, 5, 8, 9를 한 번씩 사용하여 만들 수 있는 가장 큰 세 자리 수와 가장 작은 세 자리 수의 차를 구하세요.","from itertools import permutations

a = ['9', '4', '2', '8', '9']
b = 3
c = int(max(map(''.join, permutations(a, b))))
d = int(min(map(''.join, permutations(a, b))))
y = c - d
print(y)",420,1628.0,1628.0
881,5,342과 28를 어떤 수로 나누면 두 수 모두 나누어떨어집니다. 어떤 수 중 가장 큰 수는 얼마인가요?,"import math

a = 342
b = 28
y = math.gcd(a, b)
print(y)",25,881.0,881.0
206,2,"수정, 민아, 지민, 유정, 현정 순서로 줄을 서려고 합니다. 지민이는 몇번째에 서야할까요?","a = ['수정', '민아', '지민', '유정', '현정']
b = '지민'
y = a.index(b) + 1
print(y)",3,206.0,206.0
2320,8,"동우는 지름이 61센티미터 인 굴렁쇠를 일직선으로 2바퀴 굴렸습니다. 굴렁쇠가 굴러간 거리를 재어 보니 935.1센티미터 일 때, 굴렁쇠의 둘레는 지름의 몇 배입니까?","a = 935.1
b = 3
c = 61
d = a / b
y = d / c
print(y)",3.14,2320.0,2320.0
2760,4,"8, 6, 2, 7의 총 4개의 수 카드가 있다. 가장 큰 수에서 가장 작은 수를 빼면 몇 이 되나요?","a = [8, 6, 2, 7]
y = max(a) - min(a)
print(y)",6,2760.0,2760.0
2508,4,"숫자 카드 78, 10, 69, 91이 있을 때 가장 큰 수를 가장 작은 수로 나누었을 때 몫을 구하시오.","a = [78, 10, 69, 91]
y = max(a) // min(a)
print(y)",3,2508.0,2508.0
150,6,49과 27의 차를 8으로 나누고 38을 더한 수를 구하시오.,"a = 49
b = 27
c = 8
d = 38
y = abs(a - b) / c + d
print(y)",35,150.0,150.0
223,1,1분에 3.7리터씩 물이 나오는 수도로 300분 동안 물을 받는다면 물은 모두 몇 리터가 되는지 구해보세요.,"a = 3.7
b = 300
y = a * b
print(y)",1110,223.0,223.0
1807,1,(87－12)×3와 70－(11×8) 두 식의 계산 결과의 차이는 얼마인지 구하세요.,"a = (87 - 12) * 3
b = 70 - (11 * 8)
y = a - b
print(y)",350,1807.0,1807.0
705,6,어떤 수를 4로 나누어야 할 것을 실수로 9을 곱했더니 447이 되었습니다. 바르게 계산해보시오.,"a = 4
b = 9
c = 447
y = (c / a) / b
print(y)",5,705.0,705.0
1975,3,"숫자 카드 1, 6, 6가 있습니다. 카드를 한 번씩만 사용하여 만들 수 있는 두 자리 수 AB와 한 자리수 C에 대해 가장 큰 곱을 구하시오.","from itertools import permutations

a = ['1', '6', '6']
b = list(map(''.join, permutations(a)))
c = []
for i in b:
    d = int(i[:-1])
    e = int(i[-1])
    c.append(d * e)
y = max(c)
print(y)",279,1975.0,1975.0
671,1,사과 67개를 한 명에게 7 개씩 주면 몇 명에게 나누어 줄 수 있습니까?,"a = 67
b = 7
y = a // b
print(y)",9,671.0,671.0
1011,8,둘레가 80cm인 정사각형의 한 변의 길이는 몇 cm일까요?,"a = 80
b = 4
y = a / b
print(y)",20,1011.0,1011.0
170,8,"길이가 40cm인 철사를 겹치지 않게 사용하여 한 변의 길이가 9cm인 정사각형 1개를 만들었다면, 남은 철사의 길이는 몇 cm인지 구하시오.","a = 40
b = 9
c = 4
y = a - b * c
print(y)",4,170.0,170.0
902,4,1부터 227까지의 수 중에서 6의 배수이면서 3의 배수인 수의 개수를 구하여 보세요.,"a = 227
b = 6
c = 3
y = 0
for i in range(1, a + 1):
    if i % b == 0 and i % c == 0:
        y += 1
print(y)",4,902.0,902.0
784,3,"숫자 1, 5, 4, 9가 있습니다. 숫자 1개를 뽑아 만들 수 있는 두 자리 수 중에서 가장 큰 수와 가장 작은 수의 차를 구하시오.","from itertools import permutations

a = ['1', '5', '4', '9']
b = 1
c = int(max(map(''.join, permutations(a, b))))
d = int(min(map(''.join, permutations(a, b))))
y = abs(c - d)
print(y)",82,784.0,784.0
658,8,둘레가 48cm인 정사각형의 각 변의 가운데를 이어 그린 마름모의 넓이는 몇 cm²인지 구하세요.,"a = 48
b = 4
y = (a / b) ** 2 / 2
print(y)",50,658.0,658.0
1405,8,한변의 길이가 8.50미터인 정사각형의 넓이는 몇 제곱미터인가요?,"a = 8.50
y = a * a
print(y)",9.86,1405.0,1405.0
503,8,"길이가 24센티미터인 철사를 구부려서 가장 큰 정사각형을 만들 때, 정사각형의 한 변은 몇 센티미터입니까?","a = 24
b = 4
y = a / b
print(y)",5,503.0,503.0
1182,1,색 테이프 41 미터로 리본을 54개 만들려고 했더니 색 테이프가 39.4 미터 부족했습니다. 리 본 한개를 만드는 데 필요한 색 테이프는 몇 미터 인지 구하시오.,"a = 41
b = 39.4
c = 54
d = a + b
y = d / c
print(y)",2.12,1182.0,1182.0
2626,6,어떤 수를 6으로 나누어야 할 것을 잘못하여 4를 곱했더니 125이 되었습니다. 바르게 계산했을 때의 몫과 나머지를 곱하면 얼마입니까?,"a = 6
b = 125
c = b / a
y = (c // a) * (c % a)
print(y)",24,2626.0,2626.0
1246,8,"가로가 11cm, 세로가 21cm인 직사각형 2개를 옆으로 붙여 놓았다면, 만든 직사각형의 네 변의 길이의 합은 몇 cm 입니까?","a = 11
b = 21
c = 2
y = (a * c * 2) + (b * 2)
print(y)",110,1246.0,1246.0
2424,4,"2개의 수 133, 52, 53, 331 중에서 가장 큰 수와 가장 작은 수의 곱을 구해 보시오.","a = [133, 52, 53, 331]
b = max(a)
c = min(a)
y = b * c
print(y)",16262,2424.0,2424.0
1743,8,"가로가 28cm, 세로가 48cm인 직사각형 모양의 종이를 크기가 같은 정사각형 모양으로 남기는 부분 없이 자르려고 한다면, 가장 큰 정사각형 모양으로 자를때 종이는 모두 몇 장 만들 수 있나요?","import math

a = 28
b = 48
c = math.gcd(a, b)
y = (a // c) * (b // c)
print(y)",2,1743.0,1743.0
2042,5,덧셈식 91+A = 18가 있습니다. 이를 만족하는 A를 구하시오.,"a = 91
b = 18
y = b - a
print(y)",6,2042.0,2042.0
1226,8,"가로가 35cm, 세로가 20cm인 직사각형 13개를 가로로 붙여 놓았습니다. 만든 직사각형의 네 변의 길이의 합은 몇 cm 입니까?","a = 35
b = 20
c = 13
y = (a * c * 2) + (b * 2)
print(y)",240,1226.0,1226.0
1947,8,한 변의 길이가 30cm 이고 다른 변의 길이가 6cm인 평생사변형의 네변의 합을 구하세요.,"a = 30
b = 6
y = 2 * (a + b)
print(y)",44,1947.0,1947.0
590,8,넓이가 3197cm² 인 정사각형 모양의 골판지가 있습니다. 이 골판지의 가로를 41cm 잘라 내고 세로를 처음 길이의 반만큼 잘랐낸 골판지의 넓이는 몇 cm²인지 구하시오.,"a = 3197
b = 41
y = (a ** 0.5 - b) * (a ** 0.5 / 2)
print(y)",400,590.0,590.0
1208,5,"어떤 수의 1/8이 7라면, 어떤 수의 1/8은 얼마일까요? ","a = 1 / 8
b = 7
c = 1 / 8
d = b / a
y = d * c
print(y)",18,1208.0,1208.0
2455,1,가방에 칫솔 68개와 치실 8개가 있습니다. 칫솔의 수는 치실의 몇 배인가요?,"a = 68
b = 8
y = a / b
print(y)",4,2455.0,2455.0
890,8,가로가 10cm이고 세로는 가로보다 66cm 더 긴 직사각형의 둘레는 몇 cm인지 구하시오.,"a = 10
b = 66
y = (a + a + b) * 2
print(y)",78,890.0,890.0
1556,8,"가로의 길이가 20cm, 세로의 길이가 22cm인 직사각형이 있습니다. 이 직사각형의 넓이를 구하시오.","a = 20
b = 22
y = a * b
print(y)",527,1556.0,1556.0
1957,1,"달과 지구 사이의 거리는 4534km라고 한다면, 달과 지구 사이의 거리의 119배는 몇 km인지 구해보시오.","a = 4534
b = 119
y = a * b
print(y)",660000,1957.0,1957.0
1681,8,"반지름이 17센티미터인 원이 있습니다. 원 위의 네 점을 이어 마름모를 그릴 때, 그린 마름모의 넓이를 구하세요.","a = 17
y = 2 * a * 2 * a / 2
print(y)",288,1681.0,1681.0
1202,5,"두 수A,B가 있습니다. 두 수A,B의 합은 14이고 큰 수를 작은 수로 나누면 2입니다. 두 수A,B의 합을 구하시오.","a = 14
b = 2
y = abs((a / (b + 1))*b - a / (b + 1))
print(y)",15.0,1202.0,1202.0
2035,1,아령은 집에서 간단히 할 수 있는 유산소 운동 기구입니다. 무게가 같은 아령 8개의 무게가 77kg라면 아령 한 개의 무게는 몇 kg인지 구해보고 소수로 나타내시오.,"a = 8
b = 77
y = b / a
print(y)",3.50,2035.0,2035.0
1240,7,명진이는 지우개를 12개 가지고 있습니다. 수빈이는 지우개를 명진이보다 2개 더 많이 가지고 있고 현수는 수빈이보다 3개 더 적게 가지고 있습니다. 지우개를 가장 적게 가지고 있는 사람은 누구입니까?,"a = 12
b = 2
c = 3
dicts = {'명진': a, '수빈': a + b, '현수': a + b - c}
y = min(dicts, key=dicts.get)
print(y)",명진,1240.0,1240.0
