,class,problem,code,answer
2594,1,"Dusik의 체중은 56.5kg, 개 체중은 3.6kg입니다. Doosik의 무게는 개 체중의 몇 배입니까?","a = 56.5
b = 3.6
y = a / b
print(y)",15.69
1485,1,Hooni는 각각 60개의 초콜릿을 3상자 구입했다. 푼에는 몇 초콜릿이 있나요?,"a = 60
b = 3
y = a * b
print(y)",180
401,1,수호는 시장에서 2.4kg의 수박과 1.5kg의 호박을 구입했다. 수호가 구입한 수박과 호박의 총중량은 얼마입니까?,"a = 2.4
b = 1.5
y = a + b
print(y)",3.90
1523,1,5~4명이 30개의 마카롱을 배포하는 경우 나머지 마카롱은 몇 개입니까?,"a = 30
b = 4
c = 5
y = a - b * c
print(y)",10
266,4,분모가 16인 모든 분수 중에서 분수가 감소한 사례 수를 조사합니다.,"import math
a = 16
y = 0
for i in range(1, a):
    if math.gcd(i, a) == 1:
        y = y + 1
print(y)",8
1589,8,"수영은 폭 0.42m, 높이 0.67m의 직사각형 수학 노트를 가지고 있습니다. 수영의 수학 노트의 면적을 소수점 이하 2위를 반올림한 제곱미터로 구합니다.","a = 0.42
b = 0.67
y = a * b
print(""{:.2f}"".format(y))",0.28
1118,1,"어제는 0.1L, 어제보다 0.5L 많다면 어제와 오늘 모두 몇 리터의 비가 내렸습니까?","a = 0.1
b = 0.5
y = a + (a + b)
print(y)",0.70
1058,8,가장자리 길이가 10 센티미터인 일반 칠각형과 같은 둘레 길이의 일반 십이각형 센티미터 단위의 가장자리 길이를 찾습니다.,"a = 10
b = 7
c = 10
y = a * b / c
print(y)",7
605,1,16 x34를 계산합니다.,"a = 16
b = 34
y = a * b
print(y)",544
1288,3,크기가 3/20과 같고 분모가 10보다 크고 100보다 작은 분수는 몇 개입니까?,"import math

a = 3
b = 20
c = 10
d = 100
e = math.gcd(a,b)
y = math.ceil(d / (b / e)) - c // (b / e) - 1
print(y)",4
1009,1,"서울에서 남편은 254km 떨어져 있습니다. 서울에서 남편까지 시속 39km의 차로 가고 싶습니다. 4시간 후, 나머지 몇 킬로미터입니까?","a = 254
b = 39
c = 4
y = a - (b * c)
print(y)",98
2345,5,213은 A보다 13 크다. 71은 30보다 큰 B의 수. A와 B의 합계를 구합니다.,"a = 213
b = 13
c = 71
d = 30
y = (a - b) + (c - d)
print(y)",241
1949,1,한 번에 30명을 탈 수 있는 케이블카가 있습니다. 8번의 주행 모두에서 이 케이블카를 타는 사람의 수를 확인하십시오.,"a = 30
b = 8
y = a * b
print(y)",240
708,1,0.7 x0.4의 값을 찾습니다.,"a = 0.7
b = 0.4
y = a * b
print(y)",0.28
1178,8,"폭 12cm, 길이 18cm의 직사각형이 있습니다. 이 직사각형 주위를 찾습니다.","a = 12
b = 18
y = 2 * (a + b)
print(y)",60
1658,5,"9 10, 2 1, 3 0.1, 10.01의 수를 구합니다.","a = 10 * 9
b = 1 * 2
c = 0.1 * 3
d = 0.01 * 1
y = a + b + c + d
print(y)",92.31
2530,1,각 판마다 30개의 계란의 85개의 판이 있습니다. 전부에 얼마나 많은 알이 있습니까?,"a = 30
b = 85
y = a * b
print(y)",2550
2343,1,수지는 97개의 구슬 중 36개를 광희에게 넘겼다. 수지는 비옥을 몇 개 남겼습니까?,"a = 97
b = 36
y = a - b
print(y)",61
1013,8,동우는 지름 80cm의 후프를 3회 직선으로 굴려 753.6cm가 되었습니다. 그렇다면 후프 주위는 직경의 몇 배입니까?,"a = 753.6
b = 3
c = 80
d = a / b
y = d / c
print(y)",3.14
2777,1,냉장고에는 3L 우유가 들어있었습니다. 은차에가 오늘 우유의 3분의 1을 마셨다. 운차에가 마신 우유의 리터 수를 계산합니다.,"a = 3
b = 1/3
y = a * b
print(y)",1
1079,5,최대 수를 17로 나눈 나머지를 구합니다.,"a = 70
b = a - 1
c = 17
y = b % c
print(y)",1
1835,1,"솔빈은 36일 동안 31,500원을 절약하려고 합니다. 하루 평균으로 얼마나 절약할 수 있나요?","a = 36
b = 31500
y = b / a
print(y)",875
1868,8,"상면 100m, 바닥 200m, 높이 300m의 사다리꼴 땅을 3명이 균등하게 나누면 3명이 몇 평방 미터의 땅을 나눌 수 있을까요?","a = 100
b = 200
c = 300
d = (a + b) * c / 2
e = 3
y = d / e
print(y)",15000
2588,3,20에서 60까지의 자연수를 쓸 때 모든 숫자 0을 몇 번 써야 하나요?,"a = 20
b = 60
c = '0'
y = 0
for i in range(a, b + 1):
    y += str(i).count(c)
print(y)",5
1345,8,정육각형의 변의 길이는 12cm입니다. 이 정육각형의 원주는 cm로 무엇입니까?,"a = 12
b = 6
y = a * b
print(y)",72
1866,1,"일부 문방구점에서는 이용 금액의 0.02배 포인트를 획득할 수 있습니다. 츠키스가 문방구점에서 8,530원을 사용했다면 몇 포인트를 받을 수 있을까?","a = 0.02
b = 8530
y = a * b
print(y)",170.60
1511,8,삼각형의 한 각도가 75°이면 다른 두 각도의 합을 구합니다.,"a = 180
b = 75
y = a - b
print(y)",105
1434,8,변이 6.8cm인 정팔각형과 같은 원주의 정사각형의 변의 길이는 얼마입니까?,"a = 6.8
b = 8
c = 4
y = a * b / c
print(y)",13.60
285,4,"분수는 4/11, 2/5, 3/8입니다. 큰 숫자와 작은 숫자의 차이를 찾아 소수점 이하 두 자리로 돌아갑니다.","a = 4 / 11
b = 2 / 5
c = 3 / 8
d = [a, b, c]
y = max(d) - min(d)
print(""{:.2f}"".format(y))",0.04
2283,5,두 숫자의 최대 공약수가 50이면 이 두 숫자의 공통 요인의 합을 구합니다.,"a = 50
y = sum(i for i in range(1, a + 1) if a % i == 0)
print(y)",93
591,5,2와 8의 곱이 숫자의 몫과 17의 합계를 2로 나눈 값을 뺀 경우 그 숫자는 무엇입니까?,"a = 2
b = 8
c = 17
d = 2
e = 1
y = (a * b - e) * d - c
print(y)",13
796,1,나는 각 사람에게 56개의 볼펜을 각각 7개씩 줄 것이다. 몇 명을 공유할 수 있나요?,"a = 56
b = 7
y = a // b
print(y)",8
1274,8,"폭 12cm, 폭 5cm의 직사각형 주위는 얼마입니까?","a = 12
b = 5
y = (a + a + b) * 2
print(y)",58
72,1,10명이 컬러 테이프를 균등하게 공유하는 경우 3.3미터마다 첫 번째 컬러 테이프는 몇 미터였습니까?,"a = 10
b = 3.3
y = a * b
print(y)",33
2727,8,반경 6cm의 원을 그려 원의 중심이 길이 36cm의 선분 AB와 겹치지 않도록 원을 그립니다. 몇 개의 원을 그릴 수 있습니까?,"a = 6
b = 2
c = 36
y = c // (a * b)
print(y)",3
1870,4,10보다 크고 60보다 작은 자연수가 3으로 나누어지는 수를 조사합니다.,"a = 10
b = 60
c = 3
y = 0
for i in range(a + 1, b):
    if i % c == 0:
        y += 1
print(y)",16
2225,8,"면적 56cm², 저변의 길이 4cm의 직각 삼각형의 높이를 cm로 구합니다.","a = 56
b = 4
y = a / b * 2
print(y)",28
757,8,변의 길이가 6센티미터인 평행사변형과 변의 길이가 5센티미터인 정팔각형의 주위길이는 같습니다. 이 평행 사변형의 반대측의 길이를 찾습니다.,"a = 6
b = 5
c = 8
y = (b * c - a * 2) / 2
print(y)",14
362,4,"66, 55, 44, 33 숫자가 있습니다. 그 중에서 최대 수와 최소 수의 곱을 찾습니다.","a = [66, 55, 44, 33]
y = max(a) * min(a)
print(y)",2178
986,7,"자동차 공장이 1월에 628대, 2월에 555대를 제조하는 경우, 1월과 2월의 어느 달에 더 많은 자동차가 제조되었는지 확인하십시오.","a = 628
b = 555
dicts = {""1"": a, ""2"": b}
y = max(dicts, key=dicts.get)
print(y)",1
1460,8,팔각형과 십각형의 가장자리 수의 합을 구합니다.,"a = 8
b = 10
y = a + b
print(y)",18
1619,8,원 A의 직경이 32cm이고 원 B의 반경이 원 A와 같으면 두 원의 반경의 합계가 센티미터입니까?,"a = 32
b = a / 2
y = a / 2 + b / 2
print(y)",24
2015,1,석민은 하루에 95회 훌라후프를 시도합니다. 석민이 25일 동안 몇 번 훌라후프를 하는지 알아보세요.,"a = 95
b = 25
y = a * b
print(y)",2375
2360,8,정육각형의 가장자리 길이는 17m입니다. 이 정육각형의 원주는 미터로 무엇입니까?,"a = 17
b = 6
y = a * b
print(y)",102
1784,1,도훈은 매일 400mL의 우유를 7일간 마셨지만 정은은 도훈이 마신 우유의 3배 이상 2400mL를 마셨다. Sanghee는 2주 동안 매일 1200mL의 우유를 마셨다. 상희는 도훈과 정은이 마신 우유의 합보다 얼마나 많은 우유를 마셨는가?,"a = 400
b = 7
c = 3
d = 2400
e = 1200
f = 14
y = (e * f) - ((a * b) + (a * b * c + 2400))
print(y)",3200
1694,8,"Jinyun은 300cm²의 종이로 가족 신문을 만들었습니다. 그림 용지의 폭의 3/5에 가족 소개부를 작성해, 가족 소개부의 1/3에 가족 사진을 첨부했습니다. 가족 사진이 붙여지는 면적은 몇 cm²입니까?","a = 180
b = 3 / 5
c = 1 / 3
y = a * b * c
print(y)",36
1033,8,한 변의 길이가 5cm인 정육각형이 있습니다. 이 정육각형 주위를 찾습니다.,"a = 5
b = 6
y = a * b
print(y)",30
141,3,1에서 10까지의 자연수에는 두 가지 요소가 있습니까?,"a = 1
b = 10
c = 2
d = 0
for i in range(a, b + 1):
    e = 0
    for j in range(1, i + 1):
        if i % j == 0:
            e += 1
    if e == c:
        d += 1
y = d
print(y)",4
730,1,"A동은 4m50cm, B동은 2m90cm입니다. 건물 높이와 건물 높이의 차이를 cm로 찾습니다.","a = [(4 * 100) + 50, (2 * 100) + 90]
y = max(a) - min(a)
print(y)",160
2807,1,지효가 3정씩 10회 복용했다면 지효는 몇정 복용했나요?,"a = 3
b = 10
y = a * b
print(y)",30
2094,1,시속 80km의 일정 속도로 달리는 열차가 있습니다. 기차가 630km를 이동하기 위해 몇 시간 이동해야 하는지 알아보세요. (시간 수를 찾기 위해 반올림합니다.),"from math import ceil

a = 80
b = 630
y = ceil(b / a)
print(y)",8
2346,1,각 사람에게 연필을 3개 줍니다. 얼마나 많은 사람들이 연필을 나눌 수 있습니까? (1개의 펜은 12개입니다.),"a = 12
b = 3
y = a // b
print(y)",4
606,8,"한 면이 5cm인 사각형의 둘레가 한 쪽이 3cm인 사각형의 둘레와 같다면, 사각형의 길이는 cm로 무엇입니까?","a = 5
b = 4
c = 3
d = a * b
y = (d - c * 2) / 2
print(y)",7
66,1,9.7톤의 이동물을 모두 이동 트랙에 적재하려고 합니다. 1대당 2톤을 쌓을 수 있다면 적어도 몇 대의 이동 트랙을 호출해야 합니까?,"from math import ceil
a = 9.7
b = 2
y = ceil(a / b)
print(y)",5
2159,8,한쪽이 15m인 정사각형 필드 주위를 찾습니다.,"a = 15
b = 4
y = a * b
print(y)",60
717,1,심벌즈는 두 개의 디스크를 서로 부딪쳐 만든 악기입니다. 심벌즈가 8개라면 디스크가 전부 얼마입니까?,"a = 2
b = 8
y = a * b
print(y)",16
2037,3,"4장의 숫자 카드 1, 5, 6, 8 중에서, 2장의 카드를 1회만으로 형성할 수 있는 최대와 최소의 2 자리수의 곱을 구합니다.","from itertools import permutations

a = ['1', '5', '6' , '8']
b = 2
c = int(max(map(''.join, permutations(a, b))))
d = int(min(map(''.join, permutations(a, b))))
y = c * d
print(y)",1290
1882,8,"면적이 300cm², 저변이 40cm, 상면이 20cm의 사다리꼴 높이를 구합니다.","a = 300
b = 40
c = 20
y = 2 * a / (b + c)
print(y)",10
761,1,"규민은 집에서 문방구점까지 100보, 문방구점에서 학교까지 39보 걸어야 한다. 쿠민은 문방구점을 통해 집에서 학교까지 얼마나 걸어야 합니까?","a = 100
b = 39
y = a + b
print(y)",139
536,6,숫자에서 237을 빼고 512를 빼고 985를 얻는 것을 잘못했습니다. 올바르게 계산한 경우 얼마나 계산할지 알아보십시오.,"a = 237
b = 512
c = 985
y = c + b - a
print(y)",1260
877,8,"폭 10cm, 길이 30cm의 직사각형 타일을 겹치지 않도록 30열씩 10열로 정렬했습니다. 함께 결합된 모든 타일의 원주를 센티미터로 찾습니다.","a = 10
b = 30
c = 30
d = 10
y = (a * c * 2) + (b * d * 2)
print(y)",1200
237,7,나운 신장이 161cm이고 가운 신장이 159.3cm라면 누가 키가 크냐?,"a = 161
b = 159.3
dicts = {""나은"": a, ""가은"": b}
y = max(dicts, key=dicts.get)
print(y)",나은
2815,1,"10분 거리에 6.53km, 20분 거리에 15.12km 거리에 있는 오토바이가 있습니다. 자동차와 오토바이가 같은 장소에서 동시에 반대 방향으로 발진하는 경우, 1시간 후의 자동차와 오토바이 사이의 거리(킬로미터)는 얼마입니까? (그러나 자동차와 오토바이는 각각 특정 속도로 이동합니다.)","a = 6.53 / 10
b = 15.12 / 20
c = 1 * 60
y = (a + b) * c
print(y)",84.54
2238,1,조이는 매장에서 250원의 타르고나 캔디 7개와 코코볼 4개를 구입해 3000원을 지불했다. 조이는 얼마나 변화를 가져야 하는가?,"a = 250
b = 7
c = 100
d = 4
e = 3000
y = 3000 - ((a * b) + (c * d))
print(y)",850
880,8,"수영은 너비 11cm, 높이 19cm의 직사각형 천을 가지고 있습니다. 수영의 천은 몇 센티미터?","a = 11
b = 19
c = 4
y = a * b
print(y)",209
640,5,5회 점프하여 특정 수에서 50씩 증가하고 500을 얻은 경우 해당 숫자를 확인합니다.,"a = 50
b = 5
c = 500
y = c - (a * b)
print(y)",250
1981,8,"폭 19cm, 높이 18cm의 직사각형이 있습니다. 이 직사각형의 둘레는 몇 센티미터입니까?","a = 19
b = 18
y = (a + b) * 2
print(y)",74
2171,4,"분수는 12/5, 13/12, 7/3, 45/12입니다. 최대와 최소 분수 사이의 차이와 소수점 이하 2자리까지를 찾습니다.","a = [12 / 5, 13 / 12, 7 / 3, 45 / 12]
y = abs(min(a) - max(a))
print(""{:.2f}"".format(y))",2.67
491,5,종이 36장은 민우와 송가 9:3으로 나뉘었다. Minu는 몇 장의 종이를 가지고 있습니까?,"a = 36
b = 9
c = 3
y = a / (b + c) * b
print(y)",27
101,3,"번호 카드 5, 1, 8, 9가 있습니다. 그 중에서, 카드를 3장 당겨 2자리의 숫자를 1장, 1자리의 숫자를 1장 만들 때, 상품이 제일 큰 경우의 값을 요구합니다.","from itertools import permutations

a = ['5', '1', '8', '9']
b = list(map(''.join, permutations(a, 3)))
c = []
for i in b:
    d = int(i[:-1])
    e = int(i[-1])
    c.append(d * e)
y = max(c)
print(y)",765
2503,1,"포켓에는 19개의 사탕이 들어 있었고, 수민은 그중 4개를 꺼내 먹었다. 전부 몇 캔디가 있나요?","a = 19
b = 4
y = a - b
print(y)",15
1891,5,현수현의 길이는 8m입니다. 세호와 준수의 현의 길이는 현수의 현의 길이의 각각 1.6배와 2.3배이다. 세호와 준수의 현은 몇 미터인가?,"a = 8
b = 1.6
c = 2.3
y = a * b + a * c
print(y)",31.20
377,3,"3장의 2, 4, 6 숫자 중 가장 큰 몫으로 나누기를 형성하기 위해 한 번만 사용하고 싶습니다. 당신의 점유율은 얼마입니까?","from itertools import permutations

a = ['2', '4', '6']
b = 2
c = int(max(map(''.join, permutations(a, b))))
d = int(min(map(''.join, permutations(a, b - 1))))
y = c // d
print(y)",32
1820,7,유정의 줄넘기 길이가 1m 22cm이고 진희의 줄넘기 길이가 121cm이면 어느 줄넘기가 긴지 확인합니다.,"a = 1 * 100 + 22
b = 121
dicts = {'유정': a, '진희': b}
y = max(dicts, key=dicts.get)
print(y)",유정
2735,8,둘레 90cm의 규칙적인 공이 있습니다. 이 일반 구의 한 변의 길이를 찾습니다.,"a = 90
b = 9
y = a / b
print(y)",10
372,1,Seungju입니다. 40세. 누나의 나이는 순주의 6/5입니다. 여동생은 몇 살입니까?,"a = 40
b = 6 / 5
y = a * b
print(y)",48
1655,1,공원에는 5대의 자전거가 있습니다. 잠시 후 두 대의 자전거가 공원을 통과했습니다. 공원에 남아있는 자전거의 수를 확인하십시오.,"a = 5
b = 2
y = a - b
print(y)",3
1294,1,지난해 시 예산은 5만원으로 409수표에 해당한다. 작년 시의 예산은 얼마였습니까?,"a = 50000
b = 409
y = a * b
print(y)",20450000
2289,1,"수미, 은진, 희연은 각각 하루 동안 마신 물의 양을 측정했다. 수미는 3/5리터, 은진은 1.3리터, 희연은 2.2리터 마셨다. 세 사람이 하루에 마시는 물의 양의 합계를 구합니다.","a = 3 / 5
b = 1.3
c = 2.2
y = a + b + c
print(y)",4.10
2758,5,31는 A 보다는 10 더 크다. 39는 20보다 큰 수 B. A와 B의 합계를 구합니다.,"a = 31
b = 10
c = 39
d = 20
y = (a - b) + (c - d)
print(y)",40
847,1,솔미는 피자를 12등분하고 그중 3개를 먹었다. 솔미가 먹은 피자 전체는 얼마였습니까?,"a = 3
b = 12
y = a / b
print(y)",0.25
2076,8,한 변이 17cm의 정사각형 책 주위를 찾습니다.,"a = 17
b = 4
y = a * b
print(y)",68
758,8,면적 10 평방 미터의 정원 A와 면적 30000cm²의 정원 B의 차이는 몇 평방 미터입니까?,"a = 10
b = 3
y = a - b
print(y)",7
2180,1,주변 120m의 놀이터가 있습니다. 손흥민이 놀이터를 6주면 흥민은 몇 미터 달렸을까요?,"a = 120
b = 6
y = a * b
print(y)",720
2548,3,"번호 카드 1, 8, 9, 6 중에서 한 번만 만들 수 있는 최대 4자리 숫자는 얼마입니까?","from itertools import permutations

a = ['1', '8', '9', '6']
b = 4
y = int(max(map(''.join, permutations(a, b))))
print(y)",9861
2519,5,3675-4075- 숫자 A의 배치 규칙에 따라 A 수를 찾습니다.,"a = 4000
b = 3000
c = a - b
y = a + c
print(y)",5000
851,8,주위가 200cm인 큰 정사각형이 있습니다. 이 사각형의 안쪽에 선을 그려서 같은 크기의 작은 사각형을 4개 만들려면 작은 사각형의 양쪽에 센티미터 수를 찾습니다.,"a = 200
b = 4
c = b ** 0.5
y = (a / 4) / c
print(y)",25
1702,8,한 변이 12cm의 정삼각형 모양의 색지 주위를 찾습니다.,"a = 12
b = 3
y = a * b
print(y)",36
1860,4,22의 최소 공배수는 무엇입니까?,"a = 22
y = a * 1
print(y)",22
980,1,책장의 무게가 12kg이고 책의 무게가 0.3kg이면 책장의 무게는 책의 무게의 몇 배가 됩니까?,"a = 12
b = 0.3
y = a / b
print(y)",40
2741,4,"동물원에는 5마리의 호랑이, 4마리의 사자, 20마리의 돼지가 살고 있습니다. 동물의 최대 수와 동물의 최소 수의 차이를 찾습니다.","a = [5, 4, 20]
y = max(a) - min(a)
print(y)",16
1106,1,야채가게에는 친겐나물이 24개 있었지만 10개 팔았습니다. Chingen 유채는 몇 층 남아 있습니까?,"a = 24
b = 10
y = a - b
print(y)",14
992,1,혼자서 한 시간에 여섯 종이 꽃을 만들 수 있습니다. 혼자서 90개의 종이 꽃을 만드는 데 몇 시간이 걸립니까?,"a = 6
b = 90
y = b / a
print(y)",15
